awardeeCounty,Year_date,d_SBIR_1,SBIR_1,d_SBIR_2,SBIR_2,d_STTR_1,STTR_1,d_STTR_2,STTR_2,d_PFI,PFI,d_others,others,d_inv,d_59,total_50k,d_99,estimatedTotalAmt_d_99,total_corps,total_fund,d_d_59,ID,gname_x,gname_y,gname_x,gname_y,gname_x,gname_y,gname
Chico,2008,0,0,0,0,0,0,0,0,0,0,1,469887,0,0,0,0,0,0,469887,0,364,,,,,,,
Chico,2010,0,0,0,0,0,0,0,0,0,0,1,50584,0,0,0,0,0,0,50584,0,364,,,,,,,
Chico,2012,0,0,0,0,0,0,0,0,0,0,1,1461582,0,0,0,0,0,0,1461582,0,364,,,,,,,
Chico,2013,0,0,0,0,0,0,0,0,0,0,1,208205,0,0,0,0,0,0,208205,0,364,,,,,,,
Chico,2015,0,0,0,0,0,0,0,0,0,0,1,185827,0,0,0,0,0,0,185827,0,364,,,,,,,
Chico,2017,0,0,0,0,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,50000,0,364,,,,,,,
Chico,2018,0,0,0,0,0,0,0,0,0,0,1,1441576,0,0,0,0,0,0,1441576,0,364,,,,,,,
Chico,2019,0,0,0,0,0,0,0,0,0,0,1,2620359,0,0,0,0,0,0,2620359,0,364,,,,,,,
Chico,2020,0,0,0,0,1,256000,0,0,0,0,1,2200001,0,0,0,0,0,0,2456001,0,364,,,,,,,
Chico,2021,0,0,0,0,1,0,0,0,0,0,1,1170589,0,0,0,0,0,0,1170589,0,364,,,,,,,
Chico,2022,0,0,0,0,1,0,0,0,0,0,1,946981,0,0,0,0,0,0,946981,0,364,,,,,,,
Chicopee,1993,0,0,0,0,0,0,0,0,0,0,1,91231,0,0,0,0,0,0,91231,0,365,,,,,,,
Chicopee,1997,0,0,0,0,0,0,0,0,0,0,1,223502,0,0,0,0,0,0,223502,0,365,,,,,,,
Chicopee,2003,0,0,0,0,0,0,0,0,0,0,1,191775,0,0,0,0,0,0,191775,0,365,,,,,,,
Chicopee,2018,0,0,0,0,0,0,0,0,0,0,1,38709,0,0,0,0,0,0,38709,0,365,,,,,,,
Chicopee,2020,0,0,0,0,0,0,0,0,0,0,1,41670,0,0,0,0,0,0,41670,0,365,,,,,,,
Chicopee,2022,0,0,0,0,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,0,365,,,,,,,
Childersburg,1997,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,366,,,,,,,
Chippewa County,2006,0,0,0,0,0,0,0,0,0,0,1,98136,0,0,0,0,0,0,98136,0,367,,,,,,,
Chippewa Falls,1995,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,368,,,,,,,
Choudrant,1997,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,369,,,,,,,
Christiansburg,2014,0,0,0,0,0,0,0,0,0,0,1,5070,0,0,0,0,0,0,5070,0,370,,,,,,,
Chula Vista,1998,0,0,0,0,0,0,0,0,0,0,1,886650,0,0,0,0,0,0,886650,0,371,,,,,,,
Chula Vista,2001,0,0,0,0,0,0,0,0,0,0,1,211615,0,0,0,0,0,0,211615,0,371,,,,,,,
Chula Vista,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,371,,,,,,,
Chula Vista,2007,0,0,0,0,0,0,0,0,0,0,1,1422838,0,0,0,0,0,0,1422838,0,371,,,,,,,
Chula Vista,2008,0,0,0,0,0,0,0,0,0,0,1,547406,0,0,0,0,0,0,547406,0,371,,,,,,,
Chula Vista,2009,0,0,0,0,0,0,0,0,0,0,1,49999,0,0,0,0,0,0,49999,0,371,,,,,,,
Chula Vista,2011,0,0,0,0,0,0,0,0,0,0,1,150000,0,0,0,0,0,0,150000,0,371,,,,,,,
Chula Vista,2019,0,0,0,0,0,0,0,0,0,0,1,3230840,0,0,0,0,0,0,3230840,0,371,,,,,,,
Chula Vista,2022,0,0,0,0,0,0,0,0,0,0,1,649956,0,0,0,0,0,0,649956,0,371,,,,,,,
Cincinnati,1989,0,0,0,0,0,0,0,0,0,0,1,774000,0,0,0,0,0,0,774000,0,372,,,,,,,2015.0
Cincinnati,1990,0,0,0,0,0,0,0,0,0,0,1,723020,0,0,0,0,0,0,723020,0,372,,,,,,,2015.0
Cincinnati,1991,0,0,0,0,0,0,0,0,0,0,1,1138693,0,0,0,0,0,0,1138693,0,372,,,,,,,2015.0
Cincinnati,1992,0,0,0,0,0,0,0,0,0,0,1,5032115,0,0,0,0,0,0,5032115,0,372,,,,,,,2015.0
Cincinnati,1993,0,0,0,0,0,0,0,0,0,0,1,2238906,0,0,0,0,0,0,2238906,0,372,,,,,,,2015.0
Cincinnati,1994,0,0,0,0,0,0,0,0,0,0,1,32959699,0,0,0,0,0,0,32959699,0,372,,,,,,,2015.0
Cincinnati,1995,0,0,0,0,0,0,0,0,0,0,1,2115536,0,0,0,0,0,0,2115536,0,372,,,,,,,2015.0
Cincinnati,1996,0,0,0,0,0,0,0,0,0,0,1,5717317,0,0,0,0,0,0,5717317,0,372,,,,,,,2015.0
Cincinnati,1997,0,0,0,0,0,0,0,0,0,0,1,2413847,0,0,0,0,0,0,2413847,0,372,,,,,,,2015.0
Cincinnati,1998,0,0,0,0,0,0,0,0,0,0,1,3706547,0,0,0,0,0,0,3706547,0,372,,,,,,,2015.0
Cincinnati,1999,0,0,0,0,0,0,0,0,0,0,1,2839108,0,0,0,0,0,0,2839108,0,372,,,,,,,2015.0
Cincinnati,2000,0,0,0,0,0,0,0,0,0,0,1,3853631,0,0,0,0,0,0,3853631,0,372,,,,,,,2015.0
Cincinnati,2001,0,0,0,0,0,0,0,0,0,0,1,2490463,0,0,0,0,0,0,2490463,0,372,,,,,,,2015.0
Cincinnati,2002,0,0,0,0,0,0,0,0,0,0,1,4819041,0,0,0,0,0,0,4819041,0,372,,,,,,,2015.0
Cincinnati,2003,0,0,0,0,0,0,0,0,0,0,1,9177713,0,0,0,0,0,0,9177713,0,372,,,,,,,2015.0
Cincinnati,2004,0,0,0,0,0,0,0,0,0,0,1,1215744,0,0,0,0,0,0,1215744,0,372,,,,,,,2015.0
Cincinnati,2005,0,0,0,0,0,0,0,0,0,0,1,1235442,0,0,0,0,0,0,1235442,0,372,,,,,,,2015.0
Cincinnati,2006,0,0,0,0,0,0,0,0,0,0,1,2430930,0,0,0,0,0,0,2430930,0,372,,,,,,,2015.0
Cincinnati,2007,0,0,0,0,0,0,0,0,0,0,1,4451257,0,0,0,0,0,0,4451257,0,372,,,,,,,2015.0
Cincinnati,2008,0,0,0,0,0,0,0,0,0,0,1,5711932,0,0,0,0,0,0,5711932,0,372,,,,,,,2015.0
Cincinnati,2009,0,0,0,0,0,0,0,0,0,0,1,6369415,0,0,0,0,0,0,6369415,0,372,,,,,,,2015.0
Cincinnati,2010,0,0,0,0,0,0,0,0,0,0,1,4247196,0,0,0,0,0,0,4247196,0,372,,,,,,,2015.0
Cincinnati,2011,0,0,0,0,0,0,0,0,0,0,1,2305127,0,0,0,0,0,0,2305127,0,372,,,,,,,2015.0
Cincinnati,2012,0,0,0,0,0,0,0,0,0,0,1,5462728,0,0,0,0,0,0,5462728,0,372,,,,,,,2015.0
Cincinnati,2013,1,150000,0,0,0,0,0,0,0,0,1,1336090,0,0,0,0,0,0,1486090,0,372,,,,,,,2015.0
Cincinnati,2014,1,0,0,0,0,0,0,0,0,0,1,4808457,0,0,0,0,0,0,4808457,0,372,,,,,,,2015.0
Cincinnati,2015,1,0,0,0,0,0,0,0,0,0,1,2037513,0,1,50000,0,0,50000,2087513,1,372,,,,,,,2015.0
Cincinnati,2016,1,0,1,1500000,0,0,0,0,0,0,1,5187063,0,0,0,0,0,0,6687063,1,372,,,,,,,2015.0
Cincinnati,2017,1,0,1,0,0,0,0,0,0,0,1,2990383,0,0,0,0,0,0,2990383,1,372,,,,,,,2015.0
Cincinnati,2018,1,0,1,0,0,0,0,0,0,0,1,10858751,0,2,100000,0,0,100000,10958751,1,372,,,,,,,2015.0
Cincinnati,2019,1,0,1,0,0,0,0,0,1,500000,1,6591942,0,0,0,0,0,0,7091942,1,372,,,,,,,2015.0
Cincinnati,2020,1,0,1,0,0,0,0,0,1,1199985,1,12560829,0,0,0,0,0,0,13760814,1,372,,,,,,,2015.0
Cincinnati,2021,1,0,1,0,0,0,0,0,1,0,1,17154686,0,0,0,0,0,0,17154686,1,372,,,,,,,2015.0
Cincinnati,2022,1,256000,1,0,0,0,0,0,1,0,1,11064390,0,1,50000,0,0,50000,11370390,1,372,,,,,,,2015.0
Citronelle,1998,0,0,0,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,15000,0,373,,,,,,,
Citrus Heights,1993,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,374,,,,,,,
City of Industry,1992,0,0,0,0,0,0,0,0,0,0,1,240000,0,0,0,0,0,0,240000,0,375,,,,,,,
Claremont,1991,0,0,0,0,0,0,0,0,0,0,1,242400,0,0,0,0,0,0,242400,0,376,,,,,,,
Claremont,1992,0,0,0,0,0,0,0,0,0,0,1,376534,0,0,0,0,0,0,376534,0,376,,,,,,,
Claremont,1993,0,0,0,0,0,0,0,0,0,0,1,1105908,0,0,0,0,0,0,1105908,0,376,,,,,,,
Claremont,1994,0,0,0,0,0,0,0,0,0,0,1,702136,0,0,0,0,0,0,702136,0,376,,,,,,,
Claremont,1995,0,0,0,0,0,0,0,0,0,0,1,657445,0,0,0,0,0,0,657445,0,376,,,,,,,
Claremont,1996,0,0,0,0,0,0,0,0,0,0,1,1775341,0,0,0,0,0,0,1775341,0,376,,,,,,,
Claremont,1997,0,0,0,0,0,0,0,0,0,0,1,971108,0,0,0,0,0,0,971108,0,376,,,,,,,
Claremont,1998,0,0,0,0,0,0,0,0,0,0,1,1847981,0,0,0,0,0,0,1847981,0,376,,,,,,,
Claremont,1999,0,0,0,0,0,0,0,0,0,0,1,157209,0,0,0,0,0,0,157209,0,376,,,,,,,
Claremont,2000,0,0,0,0,0,0,0,0,0,0,1,258390,0,0,0,0,0,0,258390,0,376,,,,,,,
Claremont,2001,0,0,0,0,0,0,0,0,0,0,1,1616859,0,0,0,0,0,0,1616859,0,376,,,,,,,
Claremont,2002,0,0,0,0,0,0,0,0,0,0,1,1639602,0,0,0,0,0,0,1639602,0,376,,,,,,,
Claremont,2003,0,0,0,0,0,0,0,0,0,0,1,1520926,0,0,0,0,0,0,1520926,0,376,,,,,,,
Claremont,2004,0,0,0,0,0,0,0,0,0,0,1,558437,0,0,0,0,0,0,558437,0,376,,,,,,,
Claremont,2005,0,0,0,0,0,0,0,0,0,0,1,273228,0,0,0,0,0,0,273228,0,376,,,,,,,
Claremont,2006,0,0,0,0,0,0,0,0,0,0,1,1258176,0,0,0,0,0,0,1258176,0,376,,,,,,,
Claremont,2007,0,0,0,0,0,0,0,0,0,0,1,793536,0,0,0,0,0,0,793536,0,376,,,,,,,
Claremont,2008,0,0,0,0,0,0,0,0,0,0,1,1062984,0,0,0,0,0,0,1062984,0,376,,,,,,,
Claremont,2009,0,0,0,0,0,0,0,0,1,600000,1,2344435,0,0,0,0,0,0,2944435,0,376,,,,,,,
Claremont,2010,0,0,0,0,0,0,0,0,1,0,1,786173,0,0,0,0,0,0,786173,0,376,,,,,,,
Claremont,2011,0,0,0,0,0,0,0,0,1,0,1,1822756,0,0,0,0,0,0,1822756,0,376,,,,,,,
Claremont,2012,0,0,0,0,0,0,0,0,1,0,1,652388,0,0,0,0,0,0,652388,0,376,,,,,,,
Claremont,2013,0,0,0,0,0,0,0,0,1,0,1,586747,0,0,0,0,0,0,586747,0,376,,,,,,,
Claremont,2014,0,0,0,0,0,0,0,0,1,0,1,1871052,0,0,0,0,0,0,1871052,0,376,,,,,,,
Claremont,2015,0,0,0,0,0,0,0,0,1,0,1,69852,0,0,0,0,0,0,69852,0,376,,,,,,,
Claremont,2016,0,0,0,0,0,0,0,0,1,0,1,1533173,0,0,0,0,0,0,1533173,0,376,,,,,,,
Claremont,2017,0,0,0,0,0,0,0,0,1,0,1,188088,0,0,0,0,0,0,188088,0,376,,,,,,,
Claremont,2018,0,0,0,0,0,0,0,0,1,0,1,4351903,0,0,0,0,0,0,4351903,0,376,,,,,,,
Claremont,2019,0,0,0,0,0,0,0,0,1,0,1,3238626,0,0,0,0,0,0,3238626,0,376,,,,,,,
Claremont,2020,0,0,0,0,0,0,0,0,1,0,1,5257042,0,0,0,0,0,0,5257042,0,376,,,,,,,
Claremont,2021,0,0,0,0,0,0,0,0,1,0,1,5690497,0,0,0,0,0,0,5690497,0,376,,,,,,,
Claremont,2022,0,0,0,0,0,0,0,0,1,0,1,5587550,0,0,0,0,0,0,5587550,0,376,,,,,,,
Clarence,2016,0,0,0,0,0,0,0,0,0,0,1,5400,0,0,0,0,0,0,5400,0,377,,,,,,,
Clark County,1996,0,0,0,0,0,0,0,0,0,0,1,35000,0,0,0,0,0,0,35000,0,378,,,,,,,
Clark Fork,1993,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,379,,,,,,,
Clarksville,1994,0,0,0,0,0,0,0,0,0,0,1,21587,0,0,0,0,0,0,21587,0,380,,,,,,,
Clarksville,1995,0,0,0,0,0,0,0,0,0,0,1,79660,0,0,0,0,0,0,79660,0,380,,,,,,,
Clarksville,1996,0,0,0,0,0,0,0,0,0,0,1,24450,0,0,0,0,0,0,24450,0,380,,,,,,,
Clarksville,1997,0,0,0,0,0,0,0,0,0,0,1,19000,0,0,0,0,0,0,19000,0,380,,,,,,,
Clarksville,2007,0,0,0,0,0,0,0,0,0,0,1,582740,0,0,0,0,0,0,582740,0,380,,,,,,,
Clarksville,2011,0,0,0,0,0,0,0,0,0,0,1,24122,0,0,0,0,0,0,24122,0,380,,,,,,,
Clarksville,2012,0,0,0,0,0,0,0,0,0,0,1,588800,0,0,0,0,0,0,588800,0,380,,,,,,,
Clarksville,2014,0,0,0,0,0,0,0,0,0,0,1,354509,0,0,0,0,0,0,354509,0,380,,,,,,,
Clarksville,2021,0,0,0,0,0,0,0,0,0,0,1,599958,0,0,0,0,0,0,599958,0,380,,,,,,,
Clarksville,2022,0,0,0,0,0,0,0,0,0,0,1,1005972,0,0,0,0,0,0,1005972,0,380,,,,,,,
Claymont,1995,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,381,,,,,,,
Claymont,1998,0,0,0,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,15000,0,381,,,,,,,
Clearfield,2020,0,0,0,0,1,224999,0,0,0,0,0,0,0,0,0,0,0,0,224999,0,382,,,,,,,
Clearfield,2022,0,0,1,2000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,382,,,,,,,
Clearwater,2017,0,0,0,0,0,0,0,0,0,0,1,619859,0,0,0,0,0,0,619859,0,383,,,,,,,
Clemson,1990,0,0,0,0,0,0,0,0,0,0,1,463633,0,0,0,0,0,0,463633,0,384,,,,,,,2013.0
Clemson,1991,0,0,0,0,0,0,0,0,0,0,1,2282266,0,0,0,0,0,0,2282266,0,384,,,,,,,2013.0
Clemson,1992,0,0,0,0,0,0,0,0,0,0,1,4582165,0,0,0,0,0,0,4582165,0,384,,,,,,,2013.0
Clemson,1993,0,0,0,0,0,0,0,0,0,0,1,1806987,0,0,0,0,0,0,1806987,0,384,,,,,,,2013.0
Clemson,1994,0,0,0,0,0,0,0,0,0,0,1,4666553,0,0,0,0,0,0,4666553,0,384,,,,,,,2013.0
Clemson,1995,0,0,0,0,0,0,0,0,0,0,1,1122534,0,0,0,0,0,0,1122534,0,384,,,,,,,2013.0
Clemson,1996,0,0,0,0,0,0,0,0,0,0,1,4006852,0,0,0,0,0,0,4006852,0,384,,,,,,,2013.0
Clemson,1997,0,0,0,0,0,0,0,0,0,0,1,4806042,0,0,0,0,0,0,4806042,0,384,,,,,,,2013.0
Clemson,1998,0,0,0,0,0,0,0,0,0,0,1,3588378,0,0,0,0,0,0,3588378,0,384,,,,,,,2013.0
Clemson,1999,0,0,0,0,0,0,0,0,0,0,1,3297971,0,0,0,0,0,0,3297971,0,384,,,,,,,2013.0
Clemson,2000,0,0,0,0,0,0,0,0,0,0,1,3567802,0,0,0,0,0,0,3567802,0,384,,,,,,,2013.0
Clemson,2001,0,0,0,0,0,0,0,0,0,0,1,4636598,0,0,0,0,0,0,4636598,0,384,,,,,,,2013.0
Clemson,2002,0,0,0,0,0,0,0,0,0,0,1,3751872,0,0,0,0,0,0,3751872,0,384,,,,,,,2013.0
Clemson,2003,0,0,0,0,0,0,0,0,1,1199466,1,7786215,0,0,0,0,0,0,8985681,0,384,,,,,,,2013.0
Clemson,2004,0,0,0,0,0,0,0,0,1,0,1,1969242,0,0,0,0,0,0,1969242,0,384,,,,,,,2013.0
Clemson,2005,0,0,0,0,0,0,0,0,1,0,1,769292,0,0,0,0,0,0,769292,0,384,,,,,,,2013.0
Clemson,2006,0,0,0,0,0,0,0,0,1,0,1,4526835,0,0,0,0,0,0,4526835,0,384,,,,,,,2013.0
Clemson,2007,0,0,0,0,0,0,0,0,1,0,1,2565811,0,0,0,0,0,0,2565811,0,384,,,,,,,2013.0
Clemson,2008,0,0,0,0,0,0,0,0,1,0,1,3708925,0,0,0,0,0,0,3708925,0,384,,,,,,,2013.0
Clemson,2009,0,0,0,0,0,0,0,0,1,0,1,3945868,0,0,0,0,0,0,3945868,0,384,,,,,,,2013.0
Clemson,2010,0,0,0,0,0,0,0,0,1,0,1,8128228,0,0,0,0,0,0,8128228,0,384,,,,,,,2013.0
Clemson,2011,0,0,0,0,0,0,0,0,1,0,1,3377714,0,0,0,0,0,0,3377714,0,384,,,,,,,2013.0
Clemson,2012,0,0,0,0,0,0,0,0,1,0,1,11250888,0,2,100000,0,0,100000,11350888,1,384,,,,,,,2013.0
Clemson,2013,0,0,0,0,0,0,0,0,1,0,1,10722874,0,1,50000,0,0,50000,10772874,1,384,,,,,,,2013.0
Clemson,2014,0,0,0,0,0,0,0,0,1,0,1,2239251,0,0,0,0,0,0,2239251,1,384,,,,,,,2013.0
Clemson,2015,0,0,0,0,0,0,0,0,1,0,1,5676639,0,4,200000,0,0,200000,5876639,1,384,,,,,,,2013.0
Clemson,2016,0,0,0,0,0,0,0,0,1,0,1,15126886,0,0,0,0,0,0,15126886,1,384,,,,,,,2013.0
Clemson,2017,0,0,0,0,0,0,0,0,1,0,1,6365047,0,0,0,0,0,0,6365047,1,384,,,,,,,2013.0
Clemson,2018,0,0,0,0,0,0,0,0,1,0,1,22473492,0,0,0,0,0,0,22473492,1,384,,,,,,,2013.0
Clemson,2019,0,0,0,0,0,0,0,0,1,0,1,18202084,0,1,50000,0,0,50000,18252084,1,384,,,,,,,2013.0
Clemson,2020,0,0,0,0,0,0,0,0,1,0,1,30042975,0,0,0,0,0,0,30042975,1,384,,,,,,,2013.0
Clemson,2021,0,0,0,0,0,0,0,0,1,250000,1,21715172,0,0,0,0,0,0,21965172,1,384,,,,,,,2013.0
Clemson,2022,0,0,0,0,0,0,0,0,1,0,1,21550929,0,0,0,0,0,0,21550929,1,384,,,,,,,2013.0
Cleveland,1989,0,0,0,0,0,0,0,0,0,0,1,262500,0,0,0,0,0,0,262500,0,385,,,,,,,2022.0
Cleveland,1990,0,0,0,0,0,0,0,0,0,0,1,129088,0,0,0,0,0,0,129088,0,385,,,,,,,2022.0
Cleveland,1991,0,0,0,0,0,0,0,0,0,0,1,3814331,0,0,0,0,0,0,3814331,0,385,,,,,,,2022.0
Cleveland,1992,0,0,0,0,0,0,0,0,0,0,1,7554818,0,0,0,0,0,0,7554818,0,385,,,,,,,2022.0
Cleveland,1993,0,0,0,0,0,0,0,0,0,0,1,5605361,0,0,0,0,0,0,5605361,0,385,,,,,,,2022.0
Cleveland,1994,0,0,0,0,0,0,0,0,0,0,1,6831142,0,0,0,0,0,0,6831142,0,385,,,,,,,2022.0
Cleveland,1995,0,0,0,0,0,0,0,0,0,0,1,3639800,0,0,0,0,0,0,3639800,0,385,,,,,,,2022.0
Cleveland,1996,0,0,0,0,0,0,0,0,0,0,1,3560491,0,0,0,0,0,0,3560491,0,385,,,,,,,2022.0
Cleveland,1997,0,0,0,0,0,0,0,0,0,0,1,5918558,0,0,0,0,0,0,5918558,0,385,,,,,,,2022.0
Cleveland,1998,0,0,0,0,0,0,0,0,0,0,1,5244802,0,0,0,0,0,0,5244802,0,385,,,,,,,2022.0
Cleveland,1999,0,0,0,0,0,0,0,0,0,0,1,5392626,0,0,0,0,0,0,5392626,0,385,,,,,,,2022.0
Cleveland,2000,0,0,0,0,0,0,0,0,0,0,1,2702387,0,0,0,0,0,0,2702387,0,385,,,,,,,2022.0
Cleveland,2001,0,0,0,0,0,0,0,0,1,599834,1,4839647,0,0,0,0,0,0,5439481,0,385,,,,,,,2022.0
Cleveland,2002,0,0,0,0,0,0,0,0,1,0,1,5585085,0,0,0,0,0,0,5585085,0,385,,,,,,,2022.0
Cleveland,2003,0,0,0,0,0,0,0,0,1,0,1,6029195,0,0,0,0,0,0,6029195,0,385,,,,,,,2022.0
Cleveland,2004,0,0,0,0,0,0,0,0,1,0,1,1320496,0,0,0,0,0,0,1320496,0,385,,,,,,,2022.0
Cleveland,2005,0,0,0,0,0,0,0,0,1,0,1,1675082,0,0,0,0,0,0,1675082,0,385,,,,,,,2022.0
Cleveland,2006,0,0,0,0,0,0,0,0,1,0,1,2488249,0,0,0,0,0,0,2488249,0,385,,,,,,,2022.0
Cleveland,2007,0,0,0,0,0,0,0,0,1,0,1,11958053,0,0,0,0,0,0,11958053,0,385,,,,,,,2022.0
Cleveland,2008,0,0,0,0,0,0,0,0,1,0,1,6737439,0,0,0,0,0,0,6737439,0,385,,,,,,,2022.0
Cleveland,2009,0,0,0,0,0,0,0,0,1,600000,1,9405448,0,0,0,0,0,0,10005448,0,385,,,,,,,2022.0
Cleveland,2010,1,150000,0,0,0,0,0,0,1,0,1,3881384,0,0,0,0,0,0,4031384,0,385,,,,,,,2022.0
Cleveland,2011,1,0,0,0,0,0,0,0,1,0,1,7558651,0,0,0,0,0,0,7558651,0,385,,,,,,,2022.0
Cleveland,2012,1,0,0,0,0,0,0,0,1,600000,1,9664174,0,0,0,0,0,0,10264174,0,385,,,,,,,2022.0
Cleveland,2013,1,0,0,0,1,450000,0,0,1,0,1,4129996,0,0,0,0,0,0,4579996,0,385,,,,,,,2022.0
Cleveland,2014,1,0,0,0,1,0,0,0,1,0,1,1080272,0,0,0,0,0,0,1080272,0,385,,,,,,,2022.0
Cleveland,2015,1,0,0,0,1,0,1,1303930,1,0,1,9427870,0,0,0,0,0,0,10731800,0,385,,,,,,,2022.0
Cleveland,2016,1,0,0,0,1,0,1,0,1,0,1,3039352,0,0,0,0,0,0,3039352,0,385,,,,,,,2022.0
Cleveland,2017,1,0,0,0,1,450000,1,0,1,0,1,2430821,0,0,0,0,0,0,2880821,0,385,,,,,,,2022.0
Cleveland,2018,1,0,0,0,1,0,1,0,1,0,1,8518892,0,2,100000,0,0,100000,8618892,1,385,,,,,,,2022.0
Cleveland,2019,1,435899,0,0,1,0,1,0,1,500000,1,7566204,0,0,0,0,0,0,8502103,1,385,,,,,,,2022.0
Cleveland,2020,1,449646,0,0,1,0,1,0,1,0,1,19433830,0,0,0,0,0,0,19883476,1,385,,,,,,,2022.0
Cleveland,2021,1,512000,1,987918,1,0,1,0,1,0,1,16653035,0,2,100000,0,0,100000,18252953,1,385,,,,,,,2022.0
Cleveland,2022,1,0,1,1000000,1,0,1,0,1,0,1,17906474,0,1,50000,0,0,50000,18956474,1,385,,,,,,,2022.0
Cliffside Park,2004,0,0,0,0,0,0,0,0,0,0,1,100000,0,0,0,0,0,0,100000,0,386,,,,,,,
Cliffside Park,2008,0,0,0,0,0,0,0,0,0,0,1,198572,0,0,0,0,0,0,198572,0,386,,,,,,,
Clifton Park,2000,0,0,0,0,0,0,0,0,0,0,1,100000,0,0,0,0,0,0,100000,0,387,,,,,,,
Clifton Park,2018,0,0,0,0,1,450000,0,0,0,0,1,0,0,0,0,0,0,0,450000,0,387,,,,,,,
Clifton Park,2021,1,256000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,256000,0,387,,,,,,,
Clinton,1991,0,0,0,0,0,0,0,0,0,0,1,85000,0,0,0,0,0,0,85000,0,388,,,,,,,
Clinton,1992,0,0,0,0,0,0,0,0,0,0,1,83549,0,0,0,0,0,0,83549,0,388,,,,,,,
Clinton,1993,0,0,0,0,0,0,0,0,0,0,1,79932,0,0,0,0,0,0,79932,0,388,,,,,,,
Clinton,1994,0,0,0,0,0,0,0,0,0,0,1,214144,0,0,0,0,0,0,214144,0,388,,,,,,,
Clinton,1995,0,0,0,0,0,0,0,0,0,0,1,484184,0,0,0,0,0,0,484184,0,388,,,,,,,
Clinton,1996,0,0,0,0,0,0,0,0,0,0,1,15257,0,0,0,0,0,0,15257,0,388,,,,,,,
Clinton,1997,0,0,0,0,0,0,0,0,0,0,1,241502,0,0,0,0,0,0,241502,0,388,,,,,,,
Clinton,1998,0,0,0,0,0,0,0,0,0,0,1,30172,0,0,0,0,0,0,30172,0,388,,,,,,,
Clinton,1999,0,0,0,0,0,0,0,0,0,0,1,157135,0,0,0,0,0,0,157135,0,388,,,,,,,
Clinton,2001,0,0,0,0,0,0,0,0,0,0,1,175798,0,0,0,0,0,0,175798,0,388,,,,,,,
Clinton,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,388,,,,,,,
Clinton,2003,0,0,0,0,0,0,0,0,0,0,1,277176,0,0,0,0,0,0,277176,0,388,,,,,,,
Clinton,2004,0,0,0,0,0,0,0,0,0,0,1,269915,0,0,0,0,0,0,269915,0,388,,,,,,,
Clinton,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,388,,,,,,,
Clinton,2006,0,0,0,0,0,0,0,0,0,0,1,397796,0,0,0,0,0,0,397796,0,388,,,,,,,
Clinton,2007,0,0,0,0,0,0,0,0,0,0,1,1123430,0,0,0,0,0,0,1123430,0,388,,,,,,,
Clinton,2008,0,0,0,0,0,0,0,0,0,0,1,89988,0,0,0,0,0,0,89988,0,388,,,,,,,
Clinton,2009,0,0,0,0,0,0,0,0,0,0,1,563254,0,0,0,0,0,0,563254,0,388,,,,,,,
Clinton,2010,0,0,0,0,0,0,0,0,0,0,1,1104374,0,0,0,0,0,0,1104374,0,388,,,,,,,
Clinton,2011,0,0,0,0,0,0,0,0,0,0,1,217282,0,0,0,0,0,0,217282,0,388,,,,,,,
Clinton,2012,0,0,0,0,0,0,0,0,0,0,1,217194,0,0,0,0,0,0,217194,0,388,,,,,,,
Clinton,2017,0,0,0,0,0,0,0,0,0,0,1,49999,0,0,0,0,0,0,49999,0,388,,,,,,,
Clinton,2018,0,0,0,0,0,0,0,0,0,0,1,19948,0,0,0,0,0,0,19948,0,388,,,,,,,
Clinton,2020,1,674978,0,0,0,0,0,0,0,0,1,415470,0,0,0,0,0,0,1090448,0,388,,,,,,,
Clinton,2021,1,0,0,0,0,0,0,0,0,0,1,490157,0,0,0,0,0,0,490157,0,388,,,,,,,
Clinton,2022,1,0,0,0,0,0,0,0,0,0,1,246927,0,0,0,0,0,0,246927,0,388,,,,,,,
Cloquet,1993,0,0,0,0,0,0,0,0,0,0,1,20979,0,0,0,0,0,0,20979,0,389,,,,,,,
Cloquet,2001,0,0,0,0,0,0,0,0,0,0,1,150100,0,0,0,0,0,0,150100,0,389,,,,,,,
Cloquet,2009,0,0,0,0,0,0,0,0,0,0,1,879531,0,0,0,0,0,0,879531,0,389,,,,,,,
